,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.response,Sentiment - blue_team.response,bill_holiday.response,Sentiment - bill_holiday.response,john_party.response,Sentiment - john_party.response,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
141,5f5b8e25fff4122e2d4f6e89,5f3db7144e27441d7f9f3ec0,APPROVED,51:58.4,28:04.8,2166.458,25,40:29.6,510FA8B2,United Kingdom,Female,33,"Sep 11, 2020 10:52:00 am","Sep 11, 2020 11:28:03 am",Complete,,,,English,,1599835920_5f5b8f104e3832.76294256,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.44",,positive,absent,5f3db7144e27441d7f9f3ec0,0,Someone else opens the door. Sarah doesn't recognise this person.,0,"Much like in the story of the hare and the tortoise, the blue team raced ahead like rabbits but found themselves burnt out in the second half of the game. The red team, whose logo was a tortoise, had been pacing themselves and raced ahead with five goals.",0.1806,"Bill returns from holiday and is sat at home, when he hears a knock on the door. Stood there is a man he doesn't recognise holding the lost suitcase. The man hands over the suitcase and Bill is pleased to be reunited with his belongings.  Bill opens the suitcase to find it empty, except for a tiny note, which reads 'I know what you did'.",0.08045,"John's wife is especially impressed because, as she looked at John's hand, she realised that he had actually been using a fork to peel the potatoes. ",0.7645,"Rebecca is confused and looks out to the sea. As she takes off her dark-tinted goggles, she realises that the sea is a funny colour and full of debris. She asks the lifeguard, who explains that the pollution levels have got so bad recently that it's now unsafe to swim at this once popular beach.",-0.092666667,"As they talk, they realise there are lots of things that they have in common. Sally's neighbour joins Sally for dinner and they soon realise that they are, in fact, long-lost cousins. ",0,"Belinda goes on her phone to book another taxi. To ensure that she definitely has the right address this time, she checks her calendar... only to find that the meeting is next week instead. ",0.3243,"Lucy gets a call from the bank to say that they cannot approve her loan at this time due to fraudulent activity on her account.   In fact, Lucy isn't who she said she is. Her real name is Charlotte and she's been stealing identities across the country.",-0.355266667,"To make his university living experience more realistic and provide himself with a sense of nostalgia, Michael completely trashed his kitchen. He left dirty dishes everywhere, threw sugar on the floor, leaving the ants to feast on it, and ate all his housemate's food.",-0.2202,Sean's mother picks up the phone but she doesn't sound like herself. Sean struggles to hear what she's saying through the poor signal but thinks he can just about hear her say 'come home now'.,-0.40825,No,
142,5f5b8e273b10e42dd267df3f,579ccf9ebaec1b0001698960,APPROVED,48:07.5,03:52.0,944.555,39,40:31.7,510FA8B2,United Kingdom,Female,16,"Sep 11, 2020 10:48:10 am","Sep 11, 2020 11:03:44 am",Complete,,,,English,,1599835690_5f5b8e2a282ba3.19552726,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,579ccf9ebaec1b0001698960,0,Someone other than her parents answers the door.,0,The Red Team play much better in the second half and beat the Blue Team.,0.6486,Bill has a holiday romance.,0.743,John finds the peeler somewhere unusual.,0,A school of sharks is seen swimming close to the beach.,0,"The neighbour reveals that s/he owns a vineyard, and offers Sally a free case of wine.",0.5106,She bumps into someone she knows from back home.,0,Lucy finds a bag of £50 notes in the boot of the new car.,0,He receives a phone call from one of his old university friends who he's not heard from in years.,0.4767,The person who answers the phone isn't Sean's mother.,0,No,
143,5f5b8e292be30c2ec8597664,5ed814fc9e50c230c1efb63c,APPROVED,49:39.0,03:44.7,845.653,47,40:33.9,510FA8B2,United Kingdom,Male,21,"Sep 11, 2020 10:49:41 am","Sep 11, 2020 11:03:42 am",Complete,,,,English,,1599835781_5f5b8e85b40de4.01795178,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,absent,5ed814fc9e50c230c1efb63c,0,Nobody answered the door.,0,An unseasonal snow storm caused the match to be abandoned.,-0.4588,He returns home to find out he has lost his job.,-0.3182,John remembered his wife died 5 years ago so who was he talking to?,-0.5574,The weather took a turn for the worse and the nice weather became a snow storm.,-0.0772,She received a bottle of home made wine from her neighbour.,0,People at the wrong office block knew who she was and insisted she was in the right place.,-0.7184,"The bank cancelled her loan and she has no car, either old or new.",-0.4939,Michael remembered he was 16 nd hadn't been to university yet. What were these memories of?,0,"He spots her walking past where he is, arm in arm with someone who isn't his father.",0,No,
144,5f5b8e2ea5a7ae2e779a52f0,5c484b16c41b2a000183c837,APPROVED,48:18.2,05:02.6,1004.417,34,40:35.7,510FA8B2,United Kingdom,Male,18,"Sep 11, 2020 10:48:20 am","Sep 11, 2020 11:05:00 am",Complete,,,,English,,1599835700_5f5b8e34122b37.47798905,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",,positive,absent,5c484b16c41b2a000183c837,0,she knocked so hard she knocked a hole in the door,-0.2183,"the red team come out after half time and smash 12 passed the blue team, winning the game",0.5267,bill remembers that he didnt pack his passport in his case. it was actually in his hand all along,0.24695,john remembers that he has no wife and actually he's been talking to a life size cut out of john cena for years,-0.5106,david hasslehoff teleports to the beach and overrides the life guards decision. ,0,"sally and her neighbour decide that they both need wine and decide to break in to the shop. the get caught by the rozzers, Sally gets banged u fir 2 years.  Dont drink kids",0,Belinda calls an uber but optimus prime turns up and takes her to the correct office,0,lewis hamilton arrives in a merc and gifts it to lucy,0,then michael realises that he actually doesn't like tea at all  and has never been to uni. and he is actually a goat,-0.13775,"david beckham turns up with a phone mast, increasing the signal. ",0,No,
145,5f5b8e5974d6fd0d1e0a37c4,5c5f61170a2a3c000123dc45,APPROVED,49:03.2,02:09.3,786.18,52,40:38.1,510FA8B2,United Kingdom,Female,19,"Sep 11, 2020 10:49:06 am","Sep 11, 2020 11:02:05 am",Complete,,,,English,,1599835745_5f5b8e61e6e0e4.29555164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5c5f61170a2a3c000123dc45,0,Someone else answers the door?,0,The Red team score 5 goals in the second half.,0,his luggage is found,0,guests cancelled,-0.25,an accident,-0.4767,the neighbour invites her in for wine,0,gets lost,-0.3182,no idea,-0.296,No idea,-0.296,signal fails,-0.4215,No,
146,5f5b8e9046c58b2e9ac2aabc,5c51d3e6a163ac0001721273,APPROVED,50:00.2,06:23.2,983.078,44,40:40.0,510FA8B2,United Kingdom,Male,27,"Sep 11, 2020 10:50:01 am","Sep 11, 2020 11:06:21 am",Complete,,,,English,,1599835801_5f5b8e999a8045.31894381,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5c51d3e6a163ac0001721273,0,Someone she didn't know answered the door.,0,The Red team scored 5 goals to win the game,0.5859,His airline sends him a replacement passport,0,John found the potato peeler in the fridge,0,There is suddenly a thunder storm,0,Sally's neighbour offers her bottle of wine as they have one she can later replace,0,The meeting is cancelled,-0.25,Another customer sees that her old car is a classic and asks if they can buy it,0,His friend from university phoned him on his mobile,0.4939,His mobile's battery died,-0.5574,No,
147,5f5b8e950adc392e8f66d9c0,5ed66ce4f02f1209fc2bc33a,APPROVED,50:20.0,03:48.3,808.278,19,40:42.0,510FA8B2,United Kingdom,Female,31,"Sep 11, 2020 10:50:22 am","Sep 11, 2020 11:03:43 am",Complete,,,,English,,1599835821_5f5b8eadebb527.69080081,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5ed66ce4f02f1209fc2bc33a,0,Her parents open the door but they already have guests over.,0,The Red team win the football final despite the blue team being ahead at half time.,0.5859,His luggage is found and he manages to reclaim his luggage.,0,The doorbell rings and one of the guests has arrived early.,0,"Rebecca goes swimming anyway, ignoring the lifeguard's advice and nearly drowns.",-0.7096,When she gets home she realises someone has broken into her house.,-0.4767,When she goes into the meeting she realises she left her bag in the taxi.,0,"Lucy manages to find someone interested in buying the car, despite it being a wreck.",0.6256,The phone rang and it was one of his university friends.,0.4767,Sean calls and calls but his mother does not pick up.,0,No,
148,5f5b8e9f7b31432dc487641a,59e7362fe75b450001a69349,APPROVED,50:12.3,04:18.4,846.159,83,40:44.0,510FA8B2,United Kingdom,Male,23,"Sep 11, 2020 10:50:14 am","Sep 11, 2020 11:04:16 am",Complete,,,,English,,1599835814_5f5b8ea6c60d70.77204593,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,positive,absent,59e7362fe75b450001a69349,0,No answer to knocking at the door,-0.296,Red team pulled ahead in second half,0,he changed to a holiday in his own country (no passport needed),0.4019,he found a sharp knife to do the job,0,she ignored the lifeguard,-0.3182,the neighbour offered her a bottle,0,she walked to the correct venue,0,she charmed the car dealer to get a discount,0.4588,found some teabags in another place,0,he found a landline phone,0,No,
150,5f5b8eb116b98d0cd6fb656a,5ce98960b8a8130019d684dd,APPROVED,50:28.7,05:01.7,872.932,26,40:45.9,510FA8B2,United Kingdom,Female,22,"Sep 11, 2020 10:50:31 am","Sep 11, 2020 11:04:58 am",Complete,,,,English,,1599835830_5f5b8eb6e86741.51859962,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36 Edg/85.0.564.51",,positive,absent,5ce98960b8a8130019d684dd,0,"Sarah's parents aren't there. Yet, they are always at home on a Saturday afternoon.",0,"In the second half the red team play really well, scoring 4 goals. The game ends in a penalty shootout.",0.06305,Bill is reunited with his luggage on the last day of his holiday.,0.4019,There is a power cut so John is unable to cook the potatoes.,-0.2732,The weather suddenly changes and there is a huge storm.,0.3182,Sally's neighbour gives Sally a bottle of wine as a gift during their interaction.,0.4404,"It becomes apparent soon after, that Belinda's watch has stopped and she is in fact late for her meeting.",-0.2263,Lucy finds a large sum of money in the glovebox of her old car.,0,He receives a random text message off one of the friends he used to study with at university.,0.4767,Sean's phone is stolen.,-0.4939,No,
151,5f5b8eb61989292e6cb59591,5f443f239d4eda77437dae01,APPROVED,50:34.6,58:46.4,491.832,18,40:48.0,510FA8B2,United Kingdom,Female,24,"Sep 11, 2020 10:50:38 am","Sep 11, 2020 10:58:44 am",Complete,,,,English,,1599835838_5f5b8ebe554796.79006718,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5f443f239d4eda77437dae01,0,Someone she doesn't know answered the door.,0,The Red Team manage to take the lead in the second half.,0,Bill finds his luggage when he returns.,0,A guest cannot attend the dinner party.,0.4019,A shark washes up onto the beach.,0,Her neighbour gives her a bottle of wine to take to her dinner.,0,Belinda's meeting is cancelled.,-0.25,Her car is worth more than the dealer thinks and she can buy a new one.,0.2263,Someone knocks on the door.,0,Sean's mother calls him.,0,No,
152,5f5b8ebadae8082ed20b93fb,5a0c4184fe645f0001e9f5dd,APPROVED,50:39.5,01:16.4,636.891,36,40:49.9,510FA8B2,United Kingdom,Female,29,"Sep 11, 2020 10:50:41 am","Sep 11, 2020 11:01:11 am",Complete,,,,English,,1599835841_5f5b8ec1b66b21.58174034,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5a0c4184fe645f0001e9f5dd,0,They are not there. When she knocks on the door there is no answer.,-0.148,The blue team lose to the Red Team.,-0.4019,He receives his luggage back safely and also some money as compensation.,0.4939,They find the peeler in the bin.,0,A large wave takes her under when she swims in the sea and she has to be rescued.,0.4215,There has been an accident that is why the shop was shut.,-0.4767,She sees someone she hasn't spoken to for years and they end up going for drinks that night.,0,Someone she knows is looking for a car and is happy to pay her more than she expected.,0.5106,Someone he went to University with calls him out of the blue.,0,When he calls it just rings out. No one answers.,-0.148,No,
153,5f5b8ec6e585c32e3cf7184c,5dfb4689ecb3ea86da0fd236,APPROVED,50:49.6,58:43.6,473.997,30,40:53.1,510FA8B2,Ireland,Female,28,"Sep 11, 2020 10:51:22 am","Sep 11, 2020 10:58:42 am",Complete,,,,English,,1599835882_5f5b8eead11640.55339929,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5dfb4689ecb3ea86da0fd236,0,Someone else answers the door that isn't her parents,0,The Red team scores a goal,0,His luggage turns up again,0,The electicity goes out and they can't make dinner,0,A shark appears,0,Her neighbour brings over a bottle of wine for her,0,There is a car crash and she is held up,-0.4019,She wins the lotto,0.5719,His friend arrives with take out coffees for them both,0.4939,Someone steals his phone,-0.5106,No,
154,5f5b8eca6c83442de4a1f96f,5e5e882ba3b41303aee46e90,APPROVED,50:56.0,25:33.1,2077.147,24,40:55.1,510FA8B2,United Kingdom,Female,30,"Sep 11, 2020 10:51:00 am","Sep 11, 2020 11:25:28 am",Complete,,,,English,,1599835860_5f5b8ed430fc99.96928355,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",,positive,absent,5e5e882ba3b41303aee46e90,0,They weren't in or someone she wasn't expecting was there ,0,They didn't win ,-0.4717,He cannot come home because his passport is lost in his suitcase. ,-0.3182,The wife isn't mad at the potatoes being cooked but then becomes mad. ,0.6435,Rebecca decides to try to swim in the sea despite the life guards instructions. ,0,The neighbour invites sally round for wine. ,0,Belinda ended up being really late because the meeting was in a completely different place. ,0,The bank rejects her application for a loan for a car. ,-0.4939,An old university friends contacts him out of the blue saying I just remembered when we had no teabags at uni and then they arrange to meet up. ,0.2263,His phone was stolen right from his hand. ,0,No,
155,5f5b8ee371abb22edd2cc4ba,57b4d420869234000179f45a,APPROVED,51:18.3,58:19.5,421.22,60,40:57.2,510FA8B2,United Kingdom,Female,26,"Sep 11, 2020 10:51:20 am","Sep 11, 2020 10:58:14 am",Complete,,,,English,,1599835880_5f5b8ee8329992.37306235,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,absent,57b4d420869234000179f45a,0,Her parents werent there,0,The red team scored,0,Passport was lost,-0.3182,Guests ring up to cancel,-0.25,Rebecca goes anyway for a swim,0,Her neighbour asked her for dinner,0,Belinda gets lost,-0.3182,The bank rang to say her loan was accepted,0.2732,Michael found the tea bags!,0,The battery runs down,0,No,
